id,name,description,host_id,host_name,host_since,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,calculated_host_listings_count
25339003,"An Amazing 4Bedroom Home, Central London, Sleeps12","This four bedroom Victorian house sleeps up to 14 guests. There are 2 bathrooms. We are situated in Westminster, zone 2, Central London.The property has four bedrooms with comfy king size, double & single beds. There’s a large living room with 2 single sofa beds, and a double sofa bed. The kitchen seats 12-14. There are lots of restaurants nearby. Perfect for large groups of families and friends. Please ask for any special requirements. We are 3 stops by direct line from Westfield and Paddington<br /><br /><b>The space</b><br />Amenities: <br />- 24/7 guest support<br />- Professionally cleaned<br />- Hotel-quality bed linen and towels<br />- 24/7 check-in as there is a lockbox with the keys<br />- Please enquire if you need to accommodate more than 12 guests as we are able to accommodate up to 14 guests by agreement. Thanks <br /><br />Kitchen:<br />- Fully equipped with:<br />Tea, coffee, oil, herbs, vinegar, salt, pepper ( any request requested) <br />- Oven<br />- Stove<br />- Refr",191329110,Emily,2018-05-24,51.52865,-0.19998,Entire house,Entire home/apt,12,,4.0,9.0,$226.00,2,1125,0,0,23,23,64,2018-06-17,2020-03-01,93.0,1
40259218,Large Double Room - Maida Vale,"I am proud to offer a recently redecorated double bedroom in an amazing flat in the heart of Maida Vale. The room is within a 5 minute walk away from Maida Vale Tube station. There is also Little Venice Canal nearby as well as Regents Park and Paddington Basin. The room is professionally cleaned after each guest and we use high quality beds with good linen and towels.<br /><br /><b>The space</b><br />A well thought out double room. The space is clean and well lit with large windows allowing the light in.<br /><br />The kitchen is well equipped with a hob, oven, microwave, fridge and dishwasher.<br /><br />The shared bathroom is fully equipped with toiletries for your use and the pressure of the shower is very good.<br /><br /><b>Other things to note</b><br />PLEASE NOTE, THAT ALL CHECK-INS AFTER 11PM CHARGES EXTRA 15£",302720259,Mantas,2019-10-16,51.525940000000006,-0.18909,Private room in apartment,Private room,2,,1.0,1.0,$41.00,1,24,30,60,90,365,4,2019-12-16,2020-02-08,80.0,5
20097666,Zone 1 : Spacious single bedroom in Bayswater,"My place is a very spacious room with a single bed in bayswater. It's surrounded by 3 underground stations - Royal Oak (2 minutes walking), Bayswater (5 minutes walking), and Queensway ( 7 minutes walking). Plus, 24 hours buses can take you everywhere in London. Also, it's approximately 15 minutes walking to Notting hills, and Hyde park is just 5 minutes away. It's a lovely area surrounded by nice restaurants and cafes. Opposite to Waitrose and very closed to 3 other supermarket.<br /><br /><b>The space</b><br />You can use bathroom and kitchen in our flat<br /><br /><b>Guest access</b><br />Kitchen and bathroom<br /><br /><b>Other things to note</b><br />I share my apartment with my friend - Luisa. She’s doing her master degree in history of design at RCA. I need to rent out my place for 2 weeks because I need to do my research on the final project in Barcelona. So, I’d prefer a girl in my room. So, it’s easier to share with my flatmate.",39710946,Thanyawan,2015-07-27,51.51743,-0.18702,Private room in apartment,Private room,1,,1.0,1.0,$35.00,4,1125,0,0,0,0,0,,,,1
40868766,Large Smart Room 20 minutes walk to Big Ben,"Dear Guest, <br />One of the major bonuses is  the fact that the flat is located just within 3 minutes walk to the Thames Embankment just opposite the Westminster Palace.<br />The other great thing is that it is newly refurbished and is clean and warm.<br />It has a small fire place. Far from the main road and it's quiet .<br />The kitchen is modern and has a dishwasher and a washing machine.<br />Good pressure shower! There is an extra utility room (third bedroom in fact)  to iron, dry towels, and store your luggage.<br /><br /><b>The space</b><br />The place you are going to stay is in an older building but this building is very characteristic for London. <br />Around the corner you will find: MI5 building, Albert Embankment, London Eye. <br />Tate Britain, Westminster Abbey, Palace of Westminster with the Houses of Parliament and Big Ben are across the bridge. From there it’s an easy walk towards the Trafalgar Square, National Gallery, Soho and Covent Garden",300905210,Nadia,2019-10-08,51.489509999999996,-0.11812,Private room in apartment,Private room,2,,1.0,2.0,$55.00,2,1125,21,51,81,230,4,2019-12-31,2020-03-23,100.0,3
29649371,Large Notting Hill 2BR near Portobello Rd,"Large two bedroom flat in the heart of Notting Hill - spacious bedrooms and bathroom with shower, bathtub and washer dryer. <br /><br />New carpet in both bedrooms, hardwood floors in living and hallway and room controlled heating throughout. <br /><br />Kitchen is fully equipped with fridge, freezer, microwave, toaster, Nespresso machine, Nutribullet blender, cocktail kit and the usual bits and bobs you’d expect. <br /><br />We have a 40” TV with Google Chromecast. WiFi provided however doesn’t reach master bedroom.<br /><br /><b>The space</b><br />Our flat is perfect for exploring London! Westbourne Park tube station is a four minute walk, Ladbrooke Grove nine minute (both Circle and Hammersmith & City lines) or a fifteen minute walk to Notting Hill Gate (Centre, Hammersmith & City, Circle & District lines). It takes about 20 minutes to get to Oxford Circus and 30 minutes to Shoreditch - really well connected to get most places in London. <br /><br />Portobello Rd is one block over f",2165973,Emily & Kirsty,2012-04-18,51.520070000000004,-0.20328,Entire apartment,Entire home/apt,4,,2.0,2.0,$100.00,3,1125,0,0,0,0,15,2018-12-24,2020-01-08,97.0,1
6650370,Quiet flat with private garden in Barons Court,Bright flat in Hammersmith.  1 bedroom with a double bed.  Lovely living and dining room with cozy sofa in front of the fireplace.  Large kitchen and a nice garden if you like to eat in.  Quiet road centrally located.  Great access to the Picadilly and Central/District lines.  Free street parking weekends.<br /><br /><b>The space</b><br />Garden with table and chairs for enjoying summer days.<br /><br /><b>Guest access</b><br />You will get the whole apartment.,3440336,Emily,2012-09-01,51.48863,-0.21495,Entire apartment,Entire home/apt,2,,1.0,1.0,$68.00,2,30,0,0,0,0,45,2015-06-29,2018-11-28,93.0,1
42405264,Superhost's Lux 3B Luxury Flat- 397 5-Star Reviews,Three bedroom flat by an amazing park in London.,28381203,Emrah,2015-02-26,51.56214,-0.23681,Entire apartment,Entire home/apt,8,,3.0,6.0,$150.00,2,1125,30,60,90,365,0,,,,27
13501585,Lovely and bright garden flat,"This beautiful garden flat is 1 minute walk from the Picadilly Line and 10 minutes to Victoria Line. It sits between two amazing trendy areas Stoke Newington and Angel. Between Highbury Barn, Upper Street and Stoke Newington the choices of restaurants are infinite. You’ll love my place because of  the location, the cosiness, the kitchen. My place is good for couples, business travellers, and families (with kids). Two amazing parks are within 10 minutes walk, Highbury fields and Clissold Park.",42097052,Tommaso,2015-08-21,51.556459999999994,-0.10387,Entire apartment,Entire home/apt,6,,3.0,3.0,$110.00,14,1125,0,0,0,0,0,,,,1
36162322,Covent Garden Private Room with Shared Living Room,"Clean and simple private room in centrally located apartment. <br /><br />Shared access to spacious lounge, kitchen and bathroom. Amazing area to stay for the theatre, restaurants and bars, in the heart of the West End!<br /><br />Tips from a local if required.",8033408,Che,2013-08-08,51.51228,-0.12788,Room in serviced apartment,Hotel room,2,,1.0,1.0,$130.00,2,1125,0,0,0,0,1,2019-07-07,2019-07-07,100.0,1
20631005,Double Room with private bathroom,We can host in our large Victorian house a couple with their friends or family as we have 3 double rooms and a single room. <br />You will share your private bathroom and living-room with your friends or family or enjoy on your own!<br /><br /><b>The space</b><br />Our house has been entirely refurbished two years ago and we are located on a quiet street.<br /><br /><b>Guest access</b><br />There are a couple of steps to access the house.,42411592,Pascale,2015-08-24,51.47273,-0.04183,Private room in house,Private room,2,,1.0,1.0,$45.00,2,1125,5,35,65,340,2,2017-11-12,2018-04-07,100.0,2
32175015,Warm 1BR garden flat in leafy Hampstead (Veeve),"This one bedroom basement flat has access to a large garden and is perfectly located just minutes away from Finchley Road station providing great access to London’s best attractions.<br /><br /><b>The space</b><br />HOME HIGHLIGHTS<br />•Access to a large garden<br />•Minutes away from Finchley Road tube station<br />•Double bedroom with fitted wardrobe<br /><br />LOUNGE AND DINING AREA<br />Overlooking the green and spacious garden, this property has a combined lounge and dining area with two sofas and a television. One of the sofas can be easily made up into a double sofa bed allowing space for two extra guests. <br /><br />KITCHEN <br />This kitchen features a dishwasher, washing machine, gas hob, electric oven and a large fridge and freezer. <br /><br />MASTER BEDROOM<br />The master bedroom has a double bed and large fitted wardrobes. There is a cot at the end of the bed, perfect for babies and young toddlers. <br /><br />BATHROOM<br />The bathroom has modern fittings and a cubicl",137094377,Veeve,2017-06-26,51.547,-0.17704,Entire apartment,Entire home/apt,4,,1.0,1.0,$166.00,4,1125,29,59,89,246,0,,,,267
38406649,Single  in NW2,,192355301,Nilgun,2018-05-29,51.56214,-0.22505,Private room in house,Private room,1,,1.0,1.0,$29.00,3,1125,28,58,88,363,1,2019-09-29,2019-09-29,100.0,3
21315952,single bedroom near heathrow london free parking,my home is on the edge of a small estate its on first floor which is the highest inside is clean and tidy and very peacefull shops and station are 10 - 15 minute walk heathrow airport about 15 minute drive<br /><br /><b>Other things to note</b><br />Checking time no later than 10 :30 pm .,154284698,Mark,2017-10-12,51.43955,-0.40618000000000004,Private room,Private room,1,,1.0,1.0,$20.00,3,7,29,59,89,89,69,2017-10-29,2020-08-06,93.0,1
16361918,Luxury New Apartment with Spa and Pool,"My place is close to The Gate Islington. My place is good for couples, business travellers, and families (with kids).",4221972,Emile,2012-11-23,51.53099,-0.09709,Entire apartment,Entire home/apt,4,,2.0,2.0,$150.00,50,1125,3,3,3,3,2,2017-06-21,2017-07-21,100.0,4
39556787,Stylish Family Maisonette in Vibrant South London,"Newly-renovated 2 bedroom family home located on quiet residential road in Tooting, not far from the bustle of the main high street and with great public transport links. This property is perfectly suited to families with a baby or young child, as there is a highchair, cot and milk warmer at your disposal. The en-suite master bedroom is a bright and airy converted loft with large roof windows. There is also a small outdoor area with garden furniture and a BBQ.<br /><br /><b>The space</b><br />- 24/7 guest support<br />- Professionally cleaned<br />- Hotel-quality bed linen and towels<br />- 24/7 check-in as there is a lockbox with the keys<br /><br />This is a house set over two floors. You enter the property via a private front door and climb a flight of stairs to the first floor. <br /><br />Living room:<br />-Comfy sofa which converts to sofa bed<br />-TV<br />-Coffee table<br /><br />Desk area<br />-Lamp<br />-Chair<br /><br />Bathroom (first floor)<br />-Bath and overhead shower<b",39738485,Holly,2015-07-27,51.42263,-0.16713,Entire apartment,Entire home/apt,4,,2.0,3.0,$102.00,2,365,0,0,0,0,1,2019-12-08,2019-12-08,100.0,1
26542484,Single/double room facing garden,This is a beautiful and practical single bedroom with a trundle bed ( Pull out bed underneath). If 2 guests would like to sleep in this room it is possible although will make the room quite small. You will be able to use the living room and kitchen to relax.<br /><br /><b>The space</b><br />This is a very nice apartment with lots of natural light and high ceilings. It reflects my love for African art and there are interesting African objects which I have collected during my several trips to African countries.,5160322,Dan,2013-02-20,51.46852,-0.09454,Private room in apartment,Private room,2,,1.0,1.0,$29.00,3,30,30,60,90,365,9,2018-07-16,2019-08-15,98.0,1
21744434,Spaceous 2 bed house in Battersea / Clapham,"A beautiful and comfortable two bedroom house in Battersea. Two double bedrooms, open plan living area, large kitchen and garden. Great transport links – 7 min walk to Clapham Junction station, walking distance to Clapham Common station, excellent bus transport links and a 3 min walk to two Boris bike ranks. Can get to and from Victoria or Waterloo within 15 minutes. Battersea Park and Clapham Common less than a 10 min walk away. Local amenities, restaurants and pubs within walking distance.<br /><br /><b>The space</b><br />The house is on two levels and has been done up to a high spec and would comfortably accommodate up to 4 people.<br /> <br />There is a very large master sized bedroom that is light and airy with a do double-sized bed and large built-in wardrobe with plenty of storage space.<br /> <br />The second bedroom is not that much smaller than the master bedroom, has plenty of light and also has a very comfy double-sized bed, with fitted wardrobe.<br /><br />The sitting room",121905649,James,2017-03-21,51.46597,-0.16261,Entire house,Entire home/apt,4,,2.0,2.0,$300.00,1,1125,30,60,90,180,3,2017-11-13,2018-02-14,40.0,1
4059945,"Fitzrovia, Oxford circus, Soho","Very central location!<br />Located in the fashionable artistic yet peaceful neighbourhood of Fitzovia close to many restaurants bars shops and cafés. Covent garden, Leicester square, soho and many of the central sights are within a short walk<br /><br /><b>The space</b><br />Very central location!<br />The accomodation is located in the fashionable artistic peaceful neighbourhood of Fitzovia with many restaurants bars shops and cafés.  Covent garden Leicester square soho and many of the central sights are within approximately 5-10 minutes walking distance you are also less than a minute away from Oxford Street.<br /><br />Tube/underground/train stations:<br />Oxford circus<br />Tottenham Court Road<br />Great Portland street<br />Goodge Street <br />Several other stations<br /><br />The apartment<br /><br />- ground and lower ground floor maisonette/duplex apartment<br />- living room on ground floor with high ceilings and large windows<br />- ground floor WC<br />- 1 modern bathroom ",21057314,Vilma,2014-09-07,51.51528,-0.14195,Entire apartment,Entire home/apt,4,,2.0,2.0,$203.00,5,60,28,58,88,88,33,2014-10-14,2020-03-14,87.0,1
5345295,Balham - Beautiful Room,"This delightful room is in a beautiful 6 bedroom Victorian house in a quiet residential street 6 minutes walk from the lively bars and restaurants of Balham.  <br />Guests provided with a well-designed double bedroom with a private bathroom right next-door. Towels provided for all guests and access to tea and coffee within the room. <br />Only 5 minutes walk from underground and mainline stations.<br /><br /><b>The space</b><br />Quiet room in family home close to the best Balham has to offer.<br /><br /><b>Guest access</b><br />Free WiFi access; TV; Own Bath/Shower room<br /><br /><b>Other things to note</b><br />There are 2 family dogs living in the house, although both are kept away from guests on the ground floor",27697836,Georgie,2015-02-13,51.43855,-0.14878,Private room in house,Private room,2,,1.0,1.0,$56.00,1,1125,30,60,90,365,16,2019-09-14,2020-01-26,99.0,1
44257873,"133R6 Ensuite modern, quiet room, 20min to center","Ensuite - your own bathroom. Excellent location. 5 min to East Acton station. Modern quiet house. 7 bedrooms shared between young professionals and students. Additional communal bathroom. Close to Westfield and Hammersmith Hospital. 20min to Central London. Cleaner services, 24h Emergency maintenance cover. Washing machine & Dryer. Fast WiFi. Massive fully fitted kitchen, microwave, pots, pans, cutlery for shared use. wardrobe, chest, desk. Outside Living room/House",190233321,Santa,2018-05-18,51.5166,-0.25064000000000003,Private room in house,Private room,1,,1.0,0.0,$30.00,12,99,16,34,64,64,0,,,,10
15768207,Large double bedroom PLUS full use of lovely house,"Large double bedroom with king size bed and small balcony in smartly furnished, Victorian house in quiet street.  5 minutes walk to station and 25 minutes to Central London.  Use of lounge, dining room, kitchen, garden room with Virgin Media television, WiFi throughout and small garden with patio, table and chairs.  Upstairs bathroom with bath, shower and WC, downstairs WC.  A cot, high chair, second bedroom with bunk beds and a sofa bed in the lounge are all available at extra charge.<br /><br /><b>The space</b><br />The house has two main seating areas, a front lounge with sofa and armchairs, CD player and digital radio and a rear garden room with large corner sofa and Virgin Media television.  Perfect if one of you wants to watch television and the other doesn't.  The kitchen has a table which seats 4 and the dining room has a table which seats 8.  So you could, if you wanted, also eat alone (not recommended).<br /><br /><b>Guest access</b><br />You will have full run of the house e",26527466,Michael,2015-01-22,51.439170000000004,0.06681000000000001,Private room in house,Private room,2,,1.0,1.0,$50.00,2,21,27,57,87,87,10,2017-02-12,2018-09-09,100.0,2
1683278,Chelsea - Luxury flat with terrace,"<b>The space</b><br />Central, spacious and secluded, Luxury House for guests who simultaneously want to be around the buzz of the city and the calm of their own privacy. Located in heart of Cadogan prestigious area between Sloane Square and Knightsbridge, this secure building betrays no secrets of the luxury and comfort that lie within. Beautifully presented with immaculate white walls, elegant grey blinds and original wood flooring, and complete with appliances and modern conveniences that might make it hard to leave as a smart samsung TV, lan connected.<br /><br />Cozy and fully furnished living room, with a comfortable sofa and prestigious art pieces of furniture.<br />Separated kitchen fully equipped with all new appliances.<br />Going through the stairs you will arrive at the spacious double bedroom with a large wardrobe and bathroom.<br />To complete this amazing luxury house would not missing the terrace with table and chairs for a romantic or funny dinner at nightfall.<br /><b",2036946,Francesco,2012-03-30,51.491929999999996,-0.16441,Entire apartment,Entire home/apt,2,,1.0,1.0,$230.00,4,1125,0,0,0,0,3,2015-07-15,2018-07-03,87.0,15
24386203,London room with good links into town,"Private Double room in Enfield Lock. Females only.  Use of the Kitchen/Living Room spaces. If you want to do laundry that is also not a problem. Linen and Towels provided. <br /><br />Located around the corner from the station with direct trains to London Liverpool Street and Stratford. However getting off at Tottenham Hale and picking up the Victoria Line gets you to the centre of town in about 20 mins. Ideal base for people going into town, but we are also very close to historic Waltham Abbey.<br /><br />Em",184057890,Emma,2018-04-13,51.66791,-0.0271,Private room in house,Private room,1,,1.0,1.0,$23.00,1,7,23,53,83,83,0,,,,1
39349912,"Fun, Stylish 5-Bed Family House in Kensal Green","This is a stunning 5 bed house, exquisitely decorated and filled with character and style. Spacious and comfortable, there is plenty of space for everyone to relax after a day out exploring - you can have the kids in the kitchen seating area, and the adults in the smarter sitting room! <br /><br />Located just 10 minutes from Kensal Green tube station, you can be on Oxford Street in 30 minutes, making it easy to be in the heart of the action.<br /><br /><b>The space</b><br />This stylish home is well loved and full of character. Perfect for families, with lots of fun touches for the younger guests, and also the older relatives, with sophisticated furnishings and bedrooms for the adults. <br /><br />Featuring a fantastic open plan living space, the whole ground floor flows - the sitting room at the front of the house is divided into two areas, with the formal front half and the more relaxed back half, ideal for movie nights. The space then flows into the kitchen, which is wonderfully br",27572615,Emily,2015-02-11,51.53391,-0.23131999999999997,Entire house,Entire home/apt,9,,5.0,4.0,$413.00,3,1125,0,0,0,0,0,,,,169
29726372,"Lovely 2 BEDROOM flat, heart of Fulham(sleeps 4-5)","A beautiful 2 bedroom flat in the heart of West London, just 3-4 minutes walking from Fulham Broadway underground (district line). This is a perfect pied-e-terre for business or leisure. You'll have quick and easy access to Hammersmith, Fulham Broadway, Putney, Wimbledon and Chelsea. <br />Close proximity supermarkets (Sainsburys, Marks and Spencer, Wholefoods), high street shops, as well as many restaurants and pubs. The area is quiet but close to everything. Including the Chelsea Football Stadium!<br /><br /><b>The space</b><br />Our flat is very well positioned in London. The property has wooden floors throughout and a homely relaxed feeling. The house has a spacious kitchen, including dishwasher and oven, bathroom with large shower, two good sized bedrooms and a private entrance. Paid street parking is available outside the flat. The living area is light and bright and can accommodate the sofa bed (fold out foam single bed), large plasma screen TV, WiFi throughout.<br /><br />(Bedr",26816558,Gemma,2015-01-27,51.47765,-0.1942,Entire apartment,Entire home/apt,5,,2.0,5.0,$149.00,1,1125,0,0,0,52,26,2018-11-04,2020-01-24,93.0,2
34713135,DBL ROOM NEAR WHITECHAPEL ( E3 5DF),"My place is close to Genesis Cinema, Ariana, and Spitalfields City Farm. You’ll love my place because of the neighbourhood, the light, the kitchen, and the comfy bed. Its good for couple use. The room will be cleaned and set up for new guest.",45985758,Md,2015-10-07,51.52908,-0.03751,Private room in house,Private room,1,,1.0,1.0,$32.00,15,1125,30,60,90,365,0,,,,1
424511,House to rent in Olimpics,"<b>The space</b><br />House to rent in Olympics - Well the house is very well located as it is extremely close to all amenities you would need. <br /> <br />The house is also only 5 minutes from closest Tube station as well as only 15 minutes from Olympic house.  The house comes equipped with speedy Internet, a large flat screen tv as well as a  cleaner . The house is only available during the Olympic time. <br /> <br />There is also a Free parking area as well. . <br /> <br />A little bit about the local area: <br /> <br />The London Borough of Newham i/ˈnjuːəm/ is a London borough formed from the towns of West Ham and East Ham, within East London. <br />It is situated 5 miles (8 km) east of the City of London, and is north of the River Thames. Newham is one of the six host boroughs for the 2012 Summer Olympics and contains most of the Olympic Park including the Olympic Stadium",2110389,Giray,2012-04-10,51.51367,0.046560000000000004,Entire house,Entire home/apt,4,,2.0,1.0,$181.00,7,1125,0,0,0,0,0,,,,1
2465026,"Luxury 2-Bed Flat with Balcony, 15min to West End","Brand-new, very spacious 2-bedroom / 2-bathroom duplex apartment with private balcony, located in a luxury development in the heart of London, 7-minute walk from 2 tube stations (Oval and Stockwell), and only 10-minute tube ride from the West End!<br /><br /><b>The space</b><br />Brand-new, very spacious 2-bedroom / 2-bathroom duplex apartment with private balcony, located in a luxury development in the heart of London, 7-minute walk from 2 tube stations (Oval and Stockwell), and only 10-minute tube ride from the West End!<br /><br />This brand-new property is very spacious (over 80 sq m / 860 sq ft – see floor plan for details) and in pristine conditions. It is decorated tastefully with contemporary art and designer furniture.<br /><br />It comprises:<br />-   2 luxury bathrooms, 1 with bathtub and shower, 1 with shower <br />-  A very spacious and airy open-plan reception/dining room<br />-  A fitted kitchen, fully equipped with kitchenware, toaster, sandwich maker, large fridge/free",5404325,Gabriele,2013-03-10,51.476040000000005,-0.11684000000000001,Entire apartment,Entire home/apt,5,,2.0,3.0,$199.00,4,1125,0,0,0,0,26,2014-06-23,2017-07-02,98.0,2
4743124,"Spacious, sunny room in Dalston home","A large sunny private room in a flatshare right in the center between trendy Dalston and Stoke Newington. 30mins to Central London and around the corner from bus stops and convenience stores.<br /><br />See more 5* reviews from my housemate's listing when I helped host his guests --> https://www.airbnb.co.uk/rooms/11569637?s=LIeRsW89<br /><br /><b>The space</b><br />A large room for two people, equipped with a wardrobe, super comfy double bed and a thick duvet, a desk, and lots of cookbooks if you like to browse :)<br /><br /><b>Guest access</b><br />Feel free to use the open kitchen and living room space. If you'd like to cook, there's also every condiment/ spice you could imagine as I work as a food writer and housemates are all massively into food!",12747127,Shu Han,2014-03-03,51.55571,-0.07282999999999999,Private room in house,Private room,2,,1.0,1.0,$26.00,1,1125,0,0,0,0,1,2016-06-06,2016-06-06,100.0,1
25134847,New Modern Family Home In Uxbridge .,"This new modern home in Uxbridge is spacious, modern and classy place to stay in. <br />It offers a large kitchen with dining table, a living room,4 bedrooms,2 bathroom,clock room.<br />Conveniently London Heathrow Airport is less than 10mins away<br />It is also nearby many places to go and visit like the tourist attraction Uxbridge Rock only 8 mins away and the main shopping centre just 7 minutes away.<br />Also there is supermarkets nearby and lovely restaurants nearby and convenient fast food places",189965061,Amrik,2018-05-16,51.51895,-0.47723999999999994,Entire house,Entire home/apt,8,,4.0,4.0,$150.00,3,365,0,0,0,0,7,2018-07-09,2020-02-03,100.0,1
39437321,Bed in 8-Bed Mixed Dorm with Ensuite Bathroom,"Safestay Elephant & Castle's shared dormitories are ideal for those traveling individually, or happy to meet new wonderful travelers.  The hostel is also great those who need a bigger group space for an event such as stag & hen parties or school trips. <br /><br />Our shared dorms include personal reading lights on each bunk, bunk privacy curtains, personal storage and bed linen is provided.<br /><br /><b>The space</b><br />We want to make sure you have everything you need when staying with us here at Safestay Elephant & Castle and so we have a variety of amenities available in our selection of private and shared dorm rooms, including continental breakfast, free wifi, a licensed bar,  laundry service, secure keycard access and bed linens provided. <br /><br />Our staff are on hand to help with anything extra you might need throughout your stay with us so don’t be afraid to ask!<br /><br />We have a selection of rooms available, from shared bathrooms and those with en-suites. We also ha",302707533,Safestay,2019-10-16,51.49142,-0.09879,Shared room in hostel,Shared room,8,,1.0,8.0,$15.00,1,365,30,60,90,237,0,,,,9
35825237,Piccadilly Line-Turnpike Lane Station,"Our place is 5 min walk from Turnpike Lane Station, it’s cosy, located on a quiet residential area. Across the road there is a park perfect for a walk, picnic or some exercise! There are currently three females and one male living in the house. This room is good for solo adventures and business travellers. <br /><br />We have good transport links to centre, by bus or tube in 20 min - with the nearest tube & bus station just 6 minutes walking distance. The local high street is also very close.<br /><br /><b>The space</b><br />The house is an old-style Victorian house, arranged in two floors. You will have access to a bathroom and toilet, a fully equipped kitchen, fridge, blender, washing machine, iron and oven.<br /><br /><b>Guest access</b><br />When here, you’ll only have access to the room, kitchen, toilet and bathroom.<br /><br /><b>Other things to note</b><br />Feel free to ask anything you want to know.",29918926,Jack,2015-03-24,51.59264,-0.09536,Private room in house,Private room,1,,1.0,1.0,$25.00,2,45,22,52,82,357,13,2019-08-11,2020-02-23,94.0,1
1474317,Shoreditch Luxury Room + en-suite,"Luxury room with private en-suite within a 2 bedroom luxury duplex apartment in the heart of Shoreditch! Excellent location to explore this awesome neighbourhood or base for business or leisure trip.<br /><br /><b>The space</b><br />Luxury room with en-suite within a clean, open, bright 2 bedrooms, 2 bathroom apartment with open plan living/kitchen area. <br /><br />There is a king size bed in the bedroom and also a sofa bed that can sleep one further guest.  Fresh bed linen and towels are provided. The apartment is on the 3rd and 4th floor, serviced by a lift.<br /><br />The apartment itself provides a large sofa area, dining room table with four chairs, a desk in the bedroom, use of free wifi, cable TV with Samsung 46"" 3D Smart TV and a Blue-ray DVD player. Well equipped kitchen including gas hob, electric oven, dishwasher, washing machine and fridge/freezer. <br /><br />Towels, bedding, hairdryer, iron and ironing board, shower gel, shampoo are all provided. I am also happy for you ",8896463,Rich,2013-09-17,51.5251,-0.08163,Private room in apartment,Private room,3,,1.0,1.0,$89.00,1,365,0,0,0,0,25,2013-08-09,2015-05-12,98.0,1
28652501,Sweet Home,"It could be a private room. It is a friendly house with young students, happy to host and meet new people.  I have a big living room with access to Netflix.<br /><br /><b>The space</b><br />My flat is very clean and tidy  everyone likes it.<br /><br /><b>Guest access</b><br />All guests will be available to use the living room and kitchen anytime they want.<br /><br /><b>Other things to note</b><br />I wiil do my best to keep guest happy and comfortable.",216190599,Nick,2018-09-19,51.437129999999996,-0.12679,Private room in apartment,Private room,3,,1.0,2.0,$30.00,1,1125,30,60,90,90,32,2018-10-13,2019-10-05,86.0,1
6868537,Designer flat in Primrose Hill,"Completely newly renovated, stylish and comfortable. A unique design experience. Right on the Park in one of the most prestigious roads in Primrose Hill and 5min walk from the charming village.<br /><br />An amazing spacious 2 bedrooms, 2 bathrooms top floor flat with mezzanine. Very bright and quite, with top modern features and Italian designer furniture.<br /><br /><b>The space</b><br />The flat is 90 sqm / 970 sq ft, composed of:<br /><br />- a kitchen and dining room<br />- a separate living room in the mezzanine<br />- one main bedroom with a double king size bed<br />- a second bedroom with 2 or 3 single beds. The third single bed is optional and can be pulled out from below the second bed (all beds and mattress are very high quality, FLOU brand)<br /><br />Special features:<br /><br />- 2 smart TV Samsung 55' with Netflix and Amazon Instant video accounts<br />- Floor heating system, controlled by a WIFI Nest thermostat <br />- Fully equipped bespoke new kitchen with brand Neff",338851,Giorgia,2011-01-07,51.541920000000005,-0.16419,Entire apartment,Entire home/apt,5,,2.0,4.0,$260.00,5,1125,0,24,54,329,11,2016-08-11,2017-06-20,98.0,2
